S/NO.,gage_id,gage_desc,gage_brand,gage_rance,gage_slno,gage_calib_metho,tolerance,calib_date,calib_interval,calb_interval_unit,calib_due_date,clib_agency,calib_cert_no,gage_location,remarks,comments,master_gage_slno,master_gage_cert_no,master_gage_valid_date,temp1,temp2
396,Q-634,"PLUG GAUGE 
(GO & NO GO)",TRUTHREAD,"1-7/8"" - 8 UN - 2B",DA67863 & DA67864,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-05,1,Years,2023-05-05,TRESCAL,SALDM/0675/55/22,QC GAUGE ROOM - D,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-21
397,Q-638 & Q-638A,"RING GAUGE
(GO & NO GO)",THREADMASTER,"1"" - 8 UN - 2A ",105396 & 105397,MDCP-14:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-06,1,Years,2023-01-06,Ming Deng,MDL214090-6,QC GAUGE ROOM - C,TRUE,,,,,2022-11-15,2022-12-23
398,Q-640,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"3/8"" - 16 UNC - 2B",115135,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-29,1,Years,2023-05-29,TRESCAL,SALDM/0784/12/22,M/S GAUGE ROOM H21,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-05-15
399,Q-641,"PLUG GAUGE 
(GO & NO GO)",THE ORIGINAL GAUGE UK,"3/4"" - 10 UNC - 2B",CM657622-2A,"QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / 
ANSI/ASME B1.2-1983","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-29,1,Years,2023-05-29,TRESCAL,SALDM/0784/11/22,QC BAY C TROLLEY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-05-15
400,Q-642,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"7/8"" - 9 UNC - 2B",173721,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-05,1,Years,2023-01-05,Ming Deng,MDL214096-5,QC BAY C TROLLEY 1 L3,TRUE,,,,,2022-11-15,2022-12-22
401,Q-643,PLUG GAUGE,,"3/8"" - 18 NPT L1",158552,,"± 0.001""",2019-03-07,1,Years,2020-03-06,,,QC GAUGE ROOM - I,HOLD,,,,,2022-11-15,2020-02-21
402,Q-644,PLUG GAUGE,THREADMASTER,"3/4"" - 14 NPT L1",158554,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-07,1,Years,2023-05-07,TRESCAL,SALDM/0699/13/22,QC BAY C TROLLY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-23
403,Q-645,PLUG GAUGE,THREADMASTER,"1/2"" - 14 NPT L1",158553,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-09,1,Years,2023-05-09,TRESCAL,SALDM/0699/14/22,QC BAY C TROLLEY 1 L3,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-04-25
404,Q-648,"THREAD PLUG GAUGE
(GO & NO GO)",JBO,"1-1/4"" - 8 UN - 2B",82409009,QCD/TRSG/PROCEDURE 014 /  TRSG/QM/001/20,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-07-12,1,Years,2023-07-12,TRESCAL,SALDM/1087/2/22,QC BAY C TROLLEY 1 L3,TRUE,,"18641 (M112)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/1/21
SALDM/1074/3/21
SALDM/0624/1/22","06.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-06-28
405,Q-649,PLUG GAUGE,THREADMASTER,"1-1/2"" - 11.5 NPT L1",158556,"QCD/TRSG/PROCEDURE 030 / TRSG/QM/001/20 / 
ANSI/ASME B1.20.5-1991","ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-07-07,1,Years,2023-07-07,TRESCAL,SALDM/0826/15/22,QC GAUGE ROOM - I,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-06-23
406,Q-650,DIGITAL CALIPER,MITUTOYO,"0"" - 12""",1140856,QCD/TRSG/PROCEDURE 008 / TRSG/QM/001/20,"± 0.0016""",2022-05-26,1,Years,2023-05-26,TRESCAL,SALDM/0826/5/22,QC BAY C TROLLEY 1 L5,TRUE,,"18640 (E81)
1510008
SML/PG-IN/001","SALDM/1010/2/21
SALDM/1681/2/21
SALDM/1883/2/21","11.08.2023
03.11.2022
22.11.2022",2022-11-15,2023-05-12
407,Q-653 & Q-653A,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"3-3/4"" - 8 UN - 2B ",182357,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / ANSI/ASME B1.2-1983,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-07-07,1,Years,2023-07-07,TRESCAL,SALDM/0826/9/22,M/S GAUGE ROOM C7 & C8,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-06-23
408,Q-655,INTERNAL PITCH DIAMETER GAUGE (PD-6001),GAGEMAKER," 0"" - 0.5""",SM06JE0004 / UGS 666,QCD/TRSG/PROCEDURE 011 / TRSG/QM/001/20,ASME/ANSI B89.1.10M,2022-08-24,1,Years,2023-08-24,TRESCAL,SALDM/1391/2/22,QC BAY C TROLLY 2 L2,TRUE,,1471/03 (OPTIMAR 100),MDF220279-1,25.07.2023,2022-11-15,2023-08-10
409,Q-656,DIGITAL VERNIER CALIPER,MITUTOYO," 0"" - 6""",A18025789,MDCP-02:2020,BS 887 / JIS B 7507 OR PER MANUFACTURER SPECIFICATION,2021-10-14,1,Years,2022-10-14,Ming Deng,MDL213166-2,QC BAY C TROLLEY 1 L6,FALSE,,,,,2022-11-15,2022-09-30
410,Q-660,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"1-1/2"" - 8 UN - 2B ",189408,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-05,1,Years,2023-01-05,Ming Deng,MDL214096-9,QC BAY C TROLLEY 1 L2,TRUE,,,,,2022-11-15,2022-12-22
411,Q-663,"PLUG GAUGE 
(GO & NO GO)",THREADMASTER,"1-1/2"" - 6 UNC - 2B",191494,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / ANSI/ASME B1.2-1983,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-29,1,Years,2023-05-29,TRESCAL,SALDM/0784/9/22,QC GAUGE ROOM - I,TRUE,,"18640 (E81)
0101 (600.2)
000211509 (PH-3515F)","SALDM/1010/2/21
SALDM/1074/3/21
SALDM/0624/1/22","11.08.2023
12.08.2023
19.04.2023",2022-11-15,2023-05-15
412,Q-665,DIAL DEPTH GAUGE,GAGEMAKER,0'' - 0.5'',YFF412 / JZ08BF0042,QCD/TRSG/PROCEDURE 011 / TRSG/QM/001/20 / ASME B98.1.1O0M-2001,ASME B98.1.1O0M-2001 OR PER MANUFACTURER SPECIFICATION,2022-05-14,1,Years,2023-05-14,TRESCAL,SALDM/0754/1/22,QC BAY C TROLLY 2  L3,TRUE,,1471/03 (OPTIMAR 100),MTO210721-1R,27.07.2022,2022-11-15,2023-04-30
413,Q-668,"PLUG GAUGE 
(GO & NO GO)",OJIYAS,"1/2"" - 13 UNC - 2B",F0548644,MDCP-15:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-05,1,Years,2023-01-05,Ming Deng,MDL214096-8,QC BAY C TROLLEY 1 L3,TRUE,,,,,2022-11-15,2022-12-22
414,Q-669,"LEEB PORTABLE HARDNESS TESTER 
(HARTIP 3000)",SADT,"HL=800
HBW=230",E22060243,ASTM A956-17a (B13~15) / ASTM E10-18,"± 0.5% @ HL=800""",2022-06-16,1,Years,2023-06-16,SUNRICH,E22060243 / VL221-34,QC NAGA,TRUE,,"899708
200920",-,"14.12.2025
09.11.2025",,2023-06-02
415,RG-037 & RG-037A,"RING GAUGE
(GO & NO GO)",PMC MERCURY,"2-7/8"" - 8 UN - 2A",MTG32238,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / ANSI/ASME B1.2-1983,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-05-05,1,Years,2023-05-05,TRESCAL,SALDM/0675/64/22,QC GAUGE ROOM - C,TRUE,,"SML/HT/002
1060
0101","SALDM/0523/2/21
3603480001
SALDM/1074/3/21","21.04.2023
05.07.2022
12.08.2023",2022-11-15,2023-04-21
416,RG-038 & RG-038A,"RING GAUGE
(GO & NO GO)",PMC MERCURY,"3-1/4"" - 8 UN - 2A ",MTG32255,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / ANSI/ASME B1.2-1983,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-09-08,1,Years,2023-09-08,TRESCAL,SALDM/1496/1/22,QC GAUGE ROOM - C,TRUE,,,,,2022-11-15,2023-08-25
417,RG-042 & RG-042A,"RING GAUGE
(GO & NO GO)",PMC MERCURY,"3-3/8"" - 8 UN - 2A",MTG32267,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / ANSI/ASME B1.2-1983,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-09-16,1,Years,2023-09-16,TRESCAL,SALDM/1496/2/22,QC GAUGE ROOM - C,TRUE,,"SML/HT/002
1060
0101","SALDM/0523/2/21
12989-0922-06864-CMDD
SALDM/1074/3/21","21.04.2023
07.09.2023
12.08.2023",2022-11-15,2023-09-02
418,RG-045 & RG-045A,"RING GAUGE
(GO & NO GO)",PMC MERCURY,"3-3/4"" - 8 UN - 2A",MTG32378,QCD/TRSG/PROCEDURE 014 / TRSG/QM/001/20 / ANSI/ASME B1.2-1983,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-09-16,1,Years,2023-09-16,TRESCAL,SALDM/1496/3/22,QC GAUGE ROOM - C,TRUE,,"SML/HT/002
1060
0101","SALDM/0523/2/21
12989-0922-06864-CMDD
SALDM/1074/3/21","21.04.2023
07.09.2023
12.08.2023",2022-11-15,2023-09-02
419,RG-052 & RG-052A,"RING GAUGE
(GO & NO GO)",PMC MERCURY,"2-1/4"" - 8 UN - 2A",MTG33136,MDCP-14:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2022-01-06,1,Years,2023-01-06,Ming Deng,MDL214090-5,QC GAUGE ROOM - C,TRUE,,,,,2022-11-15,2022-12-23
420,RG-053 & RG-053A,"RING GAUGE
(GO & NO GO)",PMC MERCURY,"4-1/2"" - 8UN - 2A",MTG33082,MDCP-14:2020,"ANSI/ASME B1.2
ANSI/ASME B1.8
ANSI/ASME B1.20.1
ANSI/ASME B1.5",2021-09-03,1,Years,2022-09-03,Ming Deng,MDL212636-1,QC GAUGE ROOM - C,FALSE,,,,,2022-11-15,2022-08-20
421,WS-001,FURNACE,BOLE FURNACE / EUROTHERM,350 - 750 °C,BF 0294,QCD/TRSG/ST02 / TRSG/QM/001/20 / API 6A,± 8 °C / ±  15 °F,2022-01-29,1,Years,2023-01-29,TRESCAL,SNSTM/0012/2/22,Weld Shop  ( BAY B ),TRUE,MT ARRANGE CALIBRATION,"AQ866/732 (TC08)
16965 (TYPE 'N')","SALTM/0479/2/21
CCP/C/35202 ISSUE 2","08.07.2022
31.03.2022",2022-11-15,2023-01-15
422,WS-002,PROGRAM TEMPERATURE CONTROLLER (TYPE 'K'),EUROTHERM,0 - 800 °C,EX61257-1-7-10-FC / FC1328000917,QCD/TRSG/ST02 / TRSG/QM/001/20,± 1% FS,2022-06-18,3,Months,2022-09-16,TRESCAL,SASTM/0170/2/22,Weld Shop  ( BAY B ),FALSE,MT ARRANGE CALIBRATION,"20664
TCW-1","SALTM/0315/1/22
SALTM/0288/2/22","23.07.2022
21.04.2023",2022-11-15,2022-09-02
423,WS-003,OVEN TEMPERATURE CONTROLLER (TYPE 'K'),AZBIL,0 - 800 °C,C15TROTAO100,QCD/TRSG/ST02 / TRSG/QM/001/20,± 1% FS,2022-06-18,3,Months,2022-09-16,TRESCAL,SASTM/0170/1/22,Weld Shop  ( BAY B ),FALSE,MT ARRANGE CALIBRATION,"20664
TCW-1","SALTM/0315/1/22
SALTM/0288/2/22","23.07.2022
21.04.2023",2022-11-15,2022-09-02
424,WS-004,PAPERLESS TEMPERATURE RECORDER (TYPE 'K'),HONEYWELL,0 - 800 °C,C4000000277469,QCD/TRSG/ST02 / TRSG/QM/001/20,± 1% FS,2022-06-18,3,Months,2022-09-16,TRESCAL,SASTM/0170/3/22,Weld Shop  ( BAY B ),FALSE,MT ARRANGE CALIBRATION,"20664
TCW-1","SALTM/0315/1/22
SALTM/0288/2/22","23.07.2022
21.04.2023",2022-11-15,2022-09-02
425,WS-005,FURNACE,,#N/A,BF 0297,,,2019-11-19,1,Years,2020-11-18,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-11-04
426,WS-006,Program Temperature Controller,,#N/A,FC132800917,,,2019-12-23,3,Months,2020-03-23,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-03-09
427,WS-007,Oven Temperature Controller,,#N/A,132404224,,,2019-12-23,3,Months,2020-03-23,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-03-09
428,WS-008,TEMPERATURE CHART RECORDER,,#N/A,C40000004718591331,,,2019-12-23,3,Months,2020-03-23,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-03-09
429,WS-010,Welding Machine : SAW,,#N/A,U1120212750,,,2014-02-12,6,Months,2014-08-12,,,"Weld Shop - Identified ""Not in use"" on machine",HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2014-07-29
430,WS-011,Welding Machine : SAW ( Holding Oven ),,#N/A,118982W,,,2015-02-04,1,Years,2016-02-04,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-01-21
431,WS-012,Welding Machine : SAW,,#N/A,U1130701755,,,2019-10-17,6,Months,2020-04-17,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-04-03
432,WS-013,Welding Machine : SAW ( Holding Oven ),,#N/A,000586MC,,,2019-12-24,1,Years,2020-12-23,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-12-09
433,WS-014,Welding Machine: SAW (Arc Power Supply),,#N/A,126-217-5607/049-249-3777,,,2015-08-03,6,Months,2016-02-03,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-01-20
434,WS-015,Welding Machine: SAW (Arc Power Supply),,#N/A,126-219-0020/0492483592,,,2020-09-21,6,Months,2021-03-21,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2021-03-07
435,WS-016,TEMPERATURE CHART RECORDER,,#N/A,09081005,,,2018-12-10,1,Years,2019-12-10,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2019-11-26
436,WS-017,Welding Machine : SAW,,#N/A,U1130705135,,,2020-06-26,6,Months,2020-12-26,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-12-12
437,WS-018,Welding Machine : SAW ( Holding Oven ),,#N/A,000485NC,,,2019-02-07,1,Years,2020-02-07,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-01-24
438,WS-019,Welding Machine: GTAW,,-,23410964,,,2022-01-05,6,Months,2022-07-05,,,Weld Shop  ( BAY B ),MT ARRANGE CALIBRATION,MT ARRANGE CALIBRATION,,,,2022-11-15,2022-06-21
439,WS-020,Welding Machine: GTAW,,-,23402536,,,2022-01-05,6,Months,2022-07-05,,,Weld Shop  ( BAY B ),MT ARRANGE CALIBRATION,MT ARRANGE CALIBRATION,,,,2022-11-15,2022-06-21
440,WS-021,Welding Machine: GTAW,,#N/A,MC 450232U,,,2015-08-05,6,Months,2016-02-04,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-01-21
441,WS-022,Welding Machine: GTAW,,#N/A,MC450230U,,,2016-08-02,6,Months,2017-02-01,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-18
442,WS-023,Welding Machine: GTAW,,#N/A,24291725,,,2020-07-08,6,Months,2021-01-07,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-12-24
443,WS-024,Welding Machine: GTAW,,#N/A,24291724,,,2020-07-08,6,Months,2021-01-07,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-12-24
444,WS-025,Welding Machine: GTAW,,#N/A,MD250075U,,,2016-07-28,6,Months,2017-01-27,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-13
445,WS-026,Welding Machine: GTAW,,#N/A,-,,,2019-10-17,6,Months,2020-04-17,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-04-03
446,WS-027,Welding Machine: SMAW,,#N/A,U1120602534,,,2019-10-30,6,Months,2020-04-30,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2020-04-16
447,WS-028,Welding Machine: SMAW,,-,U1120602543,,,--,6,Months,MT ARRANGE CALIBRATION,,,Weld Shop  ( BAY B ),MT ARRANGE CALIBRATION,MT ARRANGE CALIBRATION,,,,2022-11-15,#VALUE!
448,WS-029,Welding Machine: FCAW / MIG,,#N/A,852-033-2808/910-036-8256,,,2016-08-02,6,Months,2017-02-01,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-18
449,WS-030,WIRE FEED UNIT,,#N/A,910-036-8256,,,2016-08-02,6,Months,2017-02-01,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-18
450,WS-031,Electric Heater Temperature Controller,,#N/A,BF 0295 ( 6 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
451,WS-032,Electric Heater Temperature Controller,,#N/A,BF 0295 ( 5 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
452,WS-033,Electric Heater Temperature Controller,,#N/A,BF 0295 (4),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
453,WS-034,Electric Heater Temperature Controller,,#N/A,BF 0295 (3),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
454,WS-035,Electric Heater Temperature Controller,,#N/A,BF 0295 (2),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
455,WS-036,Electric Heater Temperature Controller,,#N/A,BF 0295 (1),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
456,WS-037,Electric Heater Temperature Controller,,#N/A,A4587 ( 6 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
457,WS-038,Electric Heater Temperature Controller,,#N/A,A4587 ( 5 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
458,WS-039,Electric Heater Temperature Controller,,#N/A,A4587 ( 4 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
459,WS-040,Electric Heater Temperature Controller,,#N/A,A4587 ( 3 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
460,WS-041,Electric Heater Temperature Controller,,#N/A,A4587 ( 2 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
461,WS-042,Electric Heater Temperature Controller,,#N/A,A4587 ( 1 ),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
462,WS-043,Fluxes Oven Analog Indicator,,#N/A,300L001,,,2016-04-25,1,Years,2017-04-25,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-04-11
463,WS-044,Fluxes Oven Analog Indicator,,-,300L002,,,2022-01-29,1,Years,2023-01-29,,,Weld Shop  ( BAY B ),MT ARRANGE CALIBRATION,MT ARRANGE CALIBRATION,,,,2022-11-15,2023-01-15
464,WS-045,Fluxes Oven Analog Indicator,,#N/A,300L003,,,2016-01-28,1,Years,2017-01-27,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-13
465,WS-047,Electrode Baking/Holding Digital Indicator,,-,30773,,,2021-09-14,1,Years,2022-09-14,,,Weld Shop  ( BAY A ),MT ARRANGE CALIBRATION,MT ARRANGE CALIBRATION,,,,2022-11-15,2022-08-31
466,WS-048,Electrode Baking/Holding Digital Indicator,,#N/A,30772,,,2018-09-26,1,Years,2019-09-26,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2019-09-12
467,WS-076,Portable Oven - SMAW,,#N/A,5KG0130,,,2020-02-07,1,Years,2021-02-07,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2021-01-24
468,WS-077,Portable Oven - SMAW,,-,5KG0129,,,2021-09-14,1,Years,2022-09-14,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2022-08-31
469,WS-078,Electric Heater Temperature Controller,,#N/A,BF 0298 (1),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
470,WS-079,Electric Heater Temperature Controller,,#N/A,BF 0298 (2),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
471,WS-080,Electric Heater Temperature Controller,,#N/A,BF 0298 (3),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
472,WS-081,Electric Heater Temperature Controller,,#N/A,BF 0298 (4),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
473,WS-082,Electric Heater Temperature Controller,,#N/A,BF 0298 (5),,,2016-04-21,6,Months,2016-10-21,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2016-10-07
474,WS-084,Fluxes Oven Digital Indicator - Baking,,#N/A,50204,,,2016-02-10,1,Years,2017-02-10,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-27
475,WS-085,Fluxes Oven Digital Indicator - Holding,,#N/A,50204,,,2016-02-10,1,Years,2017-02-10,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-27
476,WS-086,Fluxes Oven Digital Indicator - Baking,,#N/A,50205,,,2016-02-10,1,Years,2017-02-10,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-27
477,WS-087,Fluxes Oven Digital Indicator - Holding,,#N/A,50205,,,2016-02-10,1,Years,2017-02-10,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-01-27
478,WS-091,FURNACE,,#N/A,BF 0299,,,2016-04-18,1,Years,2017-04-18,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-04-04
479,WS-092,Program Temperature Controller,,#N/A,AU53196-10-7-0109-FC,,,2016-12-28,3,Months,2017-03-28,,,Weld Shop  ( BAY B ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-03-14
480,WS-093,Oven Temperature Controller,,#N/A,993614196,,,2016-12-28,3,Months,2017-03-28,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-03-14
481,WS-094,PAPERLESS TEMPERATURE RECORDER,,#N/A,C4000000678318 1408,,,2016-12-28,3,Months,2017-03-28,,,Weld Shop,HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2017-03-14
482,WS-095,Fluxes Oven Analog Indicator,,#N/A,S-9-11842,,,2018-04-16,1,Years,2019-04-16,,,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,,,,2022-11-15,2019-04-02
483,WS-096,FLUX OVEN ANOLOG INDICATOR,ESIWELD,150°C,S-9-11841 / 50317,QCD/TRSGST04 / TRSG/QM/001/20,± 5%,2022-06-28,1,Years,2023-06-29,TRESCAL,SNSTM/0117/1/22,Weld Shop  ( BAY A ),HOLD,MT ARRANGE CALIBRATION,"T-RY-K-250-09/21
HAT33/314","SALTM/0745/1/21
SALTM/0001/1/22","15.11.2022
28.12.2022",2022-11-15,2023-06-15
